id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
15723,Juan,Rios,R,R,185,75,1969-04-09,1969-10-02,1942,7,14,Mayaguez,,P.R.
15725,Billy,Ripken,R,R,180,73,1987-07-11,1998-07-13,1964,12,16,"Havre de Grace",MD,USA
15726,Cal,Ripken,R,R,200,76,1981-08-10,2001-10-06,1960,8,24,"Havre de Grace",MD,USA
15728,Allen,Ripley,R,R,190,75,1978-04-10,1982-09-24,1952,10,18,Norwood,MA,USA
15729,Walt,Ripley,R,R,168,72,1935-08-17,1935-09-11,1916,11,26,Worcester,MA,USA
15730,Ray,Rippelmeyer,R,R,200,75,1962-04-14,1962-07-01,1933,7,9,Valmeyer,IL,USA
15731,Charlie,Ripple,L,L,210,74,1944-09-25,1946-06-28,1920,12,1,Bolton,NC,USA
15732,Jimmy,Ripple,L,R,170,70,1936-04-20,1943-09-12,1909,10,14,Export,PA,USA
15733,Swede,Risberg,R,R,175,72,1917-04-11,1920-09-27,1894,10,13,"San Francisco",CA,USA
15734,Pop,Rising,,R,,,1905-08-10,1905-10-06,1877,1,24,Industry,PA,USA
15735,David,Riske,R,R,175,74,1999-08-14,2010-08-15,1976,10,23,Renton,WA,USA
15736,Bill,Risley,R,R,215,74,1992-07-08,1998-09-26,1967,5,29,Chicago,IL,USA
15737,Claude,Ritchey,B,R,167,66,1897-04-22,1909-06-24,1873,10,5,Emlenton,PA,USA
15738,Jay,Ritchie,R,R,175,76,1964-08-04,1968-09-06,1936,11,20,Salisbury,NC,USA
15739,Todd,Ritchie,R,R,205,75,1997-04-03,2004-09-30,1971,11,7,Portsmouth,VA,USA
15740,Wally,Ritchie,L,L,180,74,1987-05-01,1992-07-28,1965,7,12,Glendale,CA,USA
15741,Charlie,Ritter,,,,,1885-09-21,1885-09-23,,,,,,
15742,Floyd,Ritter,R,R,155,68,1890-06-04,1890-06-04,1870,6,1,Dorset,OH,USA
15743,Hank,Ritter,R,R,180,72,1912-08-03,1916-09-27,1893,10,12,McCoysville,PA,USA
15744,Lew,Ritter,R,R,150,69,1902-09-10,1908-08-29,1875,9,7,Liverpool,PA,USA
15745,Reggie,Ritter,L,R,195,74,1986-05-17,1987-10-02,1960,1,23,Malvern,AR,USA
15746,Whitey,Ritterson,R,R,,68,1876-05-02,1876-08-09,1855,4,26,Philadelphia,PA,USA
15747,Jim,Rittwage,R,R,190,75,1970-09-07,1970-09-30,1944,10,23,Cleveland,OH,USA
15748,Jim,Ritz,,,165,68,1894-07-20,1894-07-20,1874,,,Altoona,PA,USA
15749,Kevin,Ritz,R,R,195,76,1989-07-15,1998-05-16,1965,6,8,Eatontown,NJ,USA
15751,Luis,Rivas,R,R,175,70,2000-09-16,2008-09-20,1979,8,30,"La Guaira","La Guaira",Venezuela
15753,Ben,Rivera,R,R,210,78,1992-04-09,1994-07-31,1968,1,11,"San Pedro de Macoris","San Pedro de Macoris",D.R.
15754,Bombo,Rivera,R,R,187,70,1975-04-17,1982-10-03,1952,8,2,Ponce,,P.R.
15759,German,Rivera,R,R,195,74,1983-09-02,1985-09-28,1960,7,6,Santurce,,P.R.
15760,Jim,Rivera,L,L,196,72,1952-04-15,1961-09-30,1921,7,22,"New York",NY,USA
15761,Juan,Rivera,R,R,220,74,2001-09-04,2012-10-03,1978,7,3,Guarenas,Miranda,Venezuela
15762,Luis,Rivera,R,R,165,69,1986-08-03,1998-08-27,1964,1,3,Cidra,,P.R.
15763,Luis,Rivera,R,R,163,75,2000-04-04,2000-09-20,1978,6,21,Chihuahua,Chihuahua,Mexico
15764,Mariano,Rivera,R,R,195,74,1995-05-23,2013-09-26,1969,11,29,Panama,Panama,Panama
15765,Mickey,Rivers,L,L,165,70,1970-08-04,1984-09-30,1948,10,30,Miami,FL,USA
15766,Mike,Rivera,R,R,220,73,2001-09-18,2011-05-20,1976,9,8,"Rio Piedras",,P.R.
15768,Roberto,Rivera,L,L,175,72,1995-09-03,1999-05-05,1969,1,1,Bayamon,,P.R.
15769,Ruben,Rivera,R,R,195,72,1995-09-03,2003-05-28,1973,11,14,Chorrera,"West Panama",Panama
15774,Tink,Riviere,R,R,167,70,1921-04-15,1925-07-16,1899,8,2,Liberty,TX,USA
15775,Eppa,Rixey,R,L,210,77,1912-06-21,1933-08-05,1891,5,3,Culpeper,VA,USA
15777,Johnny,Rizzo,R,R,190,72,1938-04-19,1942-09-25,1912,7,30,Houston,TX,USA
15778,Todd,Rizzo,R,L,220,75,1998-04-02,1999-07-18,1971,5,24,Media,PA,USA
15779,Phil,Rizzuto,R,R,150,66,1941-04-14,1956-08-16,1917,9,25,Brooklyn,NY,USA
15783,John,Roach,R,L,175,69,1887-05-14,1887-05-14,1867,11,19,"North Bend",PA,USA
15784,Mel,Roach,R,R,190,73,1953-07-31,1962-09-28,1933,1,25,Richmond,VA,USA
15785,Mike,Roach,,,145,67,1899-08-10,1899-10-12,1869,12,23,Driftwood,PA,USA
15786,Roxey,Roach,R,R,160,71,1910-04-26,1915-09-30,1882,11,28,Anita,PA,USA
15787,Skel,Roach,R,R,,74,1899-08-09,1899-08-09,1871,10,20,Gdansk,Pomerania,Poland
15788,Joe,Roa,R,R,195,73,1995-09-20,2004-09-22,1971,10,11,Southfield,MI,USA
15789,Mike,Roarke,R,R,195,74,1961-04-19,1964-10-03,1930,11,8,"West Warwick",RI,USA
15791,Fred,Roat,,R,165,70,1890-05-10,1892-08-18,1867,11,10,Oregon,IL,USA
15792,Bruce,Robbins,L,L,190,73,1979-07-28,1980-09-23,1959,9,10,Portland,IN,USA
15794,Tony,Robello,R,R,175,70,1933-08-13,1934-09-29,1913,2,9,Pahala,HI,USA
15795,Andre,Robertson,R,R,155,70,1981-09-03,1985-10-06,1957,10,2,Orange,TX,USA
15796,Bert,Roberge,R,R,190,76,1979-05-28,1986-10-04,1954,10,3,Lewiston,ME,USA
15797,Bip,Roberts,B,R,150,67,1986-04-07,1998-09-27,1963,10,27,Berkeley,CA,USA
15798,Bob,Robertson,R,R,195,73,1967-09-18,1979-06-23,1946,10,2,Frostburg,MD,USA
15799,Brian,Roberts,B,R,175,69,2001-06-14,2014-07-28,1977,10,9,Durham,NC,USA
15800,Charlie,Robertson,L,R,175,72,1919-05-13,1928-06-18,1896,1,31,Dexter,TX,USA
15803,Curt,Roberts,R,R,165,68,1954-04-13,1956-06-08,1929,8,16,Pineland,TX,USA
15804,Dave,Robertson,L,L,186,72,1912-06-05,1922-09-27,1889,9,25,Portsmouth,VA,USA
15805,Daryl,Robertson,R,R,184,72,1962-05-04,1962-05-19,1936,1,5,"Cripple Creek",CO,USA
15806,Dave,Roberts,L,L,172,72,1962-09-05,1966-05-11,1933,6,30,Panama,Panama,Panama
15807,Dale,Roberts,R,L,180,76,1967-09-09,1967-09-16,1942,4,12,Owenton,KY,USA
15808,Dave,Roberts,L,L,195,75,1969-07-06,1981-05-16,1944,9,11,Gallipolis,OH,USA
15809,Dave,Roberts,R,R,215,75,1972-06-07,1982-09-18,1951,2,17,Lebanon,OR,USA
15810,Dave,Roberts,L,L,172,70,1999-08-07,2008-09-28,1972,5,31,Naha,Okinawa,Japan
15814,Dick,Robertson,R,R,160,69,1913-09-16,1919-06-30,1891,9,16,Rockville,MD,USA
15815,Don,Robertson,L,L,180,70,1954-04-13,1954-05-23,1930,10,15,Harvey,IL,USA
15817,Gene,Robertson,L,R,152,67,1919-07-04,1930-05-21,1899,12,25,"St. Louis",MO,USA
15818,Grant,Roberts,R,R,205,75,2000-07-27,2004-04-18,1977,9,13,"El Cajon",CA,USA
15819,Jerry,Robertson,B,R,205,74,1969-04-08,1970-06-28,1943,10,13,Winchester,KS,USA
15821,Jim,Roberts,R,R,205,75,1924-07-15,1925-04-16,1895,10,13,Artesia,MS,USA
15822,Jim,Robertson,R,R,183,69,1954-04-15,1955-05-10,1928,1,29,Chicago,IL,USA
15823,Kevin,Roberson,B,R,210,76,1993-07-15,1996-05-28,1968,1,29,Decatur,IL,USA
15826,Leon,Roberts,R,R,200,75,1974-09-03,1984-09-30,1951,1,22,Vicksburg,MI,USA
15828,Mike,Robertson,L,L,180,72,1996-09-06,1998-06-26,1970,10,9,Norwich,CT,USA
15831,Ray,Roberts,L,R,180,71,1919-09-12,1919-09-26,1895,8,25,Cruger,MS,USA
15832,Red,Roberts,R,R,170,72,1943-09-03,1943-10-03,1918,8,8,Carrollton,GA,USA
15833,Rich,Robertson,R,R,210,74,1966-09-10,1971-07-20,1944,10,14,Albany,CA,USA
15834,Rich,Robertson,L,L,175,76,1993-04-30,1998-05-03,1968,9,15,Nacogdoches,TX,USA
15835,Robin,Roberts,B,R,190,72,1948-06-18,1966-09-03,1926,9,30,Springfield,IL,USA
15837,Sherry,Robertson,L,R,180,72,1940-09-08,1952-09-21,1919,1,1,Montreal,QC,CAN
15838,Sid,Roberson,L,L,170,69,1995-05-20,1995-09-29,1971,9,7,Jacksonville,FL,USA
15839,Skipper,Roberts,L,R,175,70,1913-06-12,1914-10-09,1888,1,11,Wardner,ID,USA
15840,Skippy,Roberge,R,R,185,71,1941-07-18,1946-06-15,1917,5,19,Lowell,MA,USA
15842,Willis,Roberts,R,R,175,75,1999-07-02,2004-08-13,1975,6,19,"San Cristobal","San Cristobal",D.R.
15843,"Billy Jo",Robidoux,L,R,200,73,1985-09-11,1990-09-17,1964,1,13,Ware,MA,USA
15844,Aaron,Robinson,L,R,205,74,1943-05-06,1951-09-28,1915,6,23,Lancaster,SC,USA
15845,Bill,Anderson,,,,,1889-08-12,1889-08-12,1865,1,19,"Spencer County",KY,USA
15846,Bill,Robinson,R,R,189,74,1966-09-20,1983-05-23,1943,6,26,McKeesport,PA,USA
15847,Brooks,Robinson,R,R,180,73,1955-09-17,1977-08-13,1937,5,18,"Little Rock",AR,USA
15848,Bruce,Robinson,L,R,195,74,1978-08-19,1980-10-04,1954,4,16,"La Jolla",CA,USA
15849,Charlie,Robinson,L,R,,,1884-08-02,1885-07-04,1856,7,27,Westerly,RI,USA
15853,Craig,Robinson,R,R,165,70,1972-09-09,1977-10-01,1948,8,21,Abington,PA,USA
15854,Dave,Robinson,B,L,186,73,1970-09-10,1971-04-21,1946,5,22,Minneapolis,MN,USA
15855,Dewey,Robinson,R,R,180,72,1979-04-06,1981-10-04,1955,4,28,Evanston,IL,USA
15857,Don,Robinson,R,R,225,76,1978-04-10,1992-07-12,1957,6,8,Ashland,KY,USA
15859,Earl,Robinson,R,R,190,73,1958-09-10,1964-09-30,1936,11,3,"New Orleans",LA,USA
15860,Eddie,Robinson,L,R,210,74,1942-09-09,1957-09-15,1920,12,15,Paris,TX,USA
15861,Floyd,Robinson,L,R,175,69,1960-08-10,1968-09-29,1936,5,9,Prescott,AR,USA
15862,Fred,Robinson,R,R,,,1884-04-17,1884-04-19,1856,7,6,"South Acton",MA,USA
15863,Frank,Robinson,R,R,183,73,1956-04-17,1976-09-18,1935,8,31,Beaumont,TX,USA
15864,Hank,Robinson,R,L,160,71,1911-09-02,1918-08-12,1887,8,16,Floyd,AR,USA
15865,Humberto,Robinson,R,R,155,73,1955-04-20,1960-07-24,1930,6,25,Colon,Colon,Panama
15866,Jack,Robinson,,R,,,1902-09-06,1902-10-03,1880,7,15,Portland,ME,USA
15867,Jackie,Robinson,R,R,195,71,1947-04-15,1956-09-30,1919,1,31,Cairo,GA,USA
15868,Jack,Robinson,R,R,175,72,1949-05-04,1949-05-11,1921,2,20,Orange,NJ,USA
15869,Jeff,Robinson,R,R,195,76,1984-04-07,1992-10-03,1960,12,13,"Santa Ana",CA,USA
15870,Jeff,Robinson,R,R,210,78,1987-04-12,1992-07-20,1961,12,14,Ventura,CA,USA
15871,Ken,Robinson,R,R,175,69,1995-07-20,1997-09-24,1969,11,3,Barberton,OH,USA
15872,Kerry,Robinson,L,L,175,72,1998-09-22,2006-06-17,1973,10,3,"St. Louis",MO,USA
15873,Rabbit,Robinson,R,R,148,66,1903-04-22,1910-06-09,1882,3,5,Wellsburg,WV,USA
15874,Ron,Robinson,R,R,235,76,1984-08-14,1992-07-02,1962,3,24,Exeter,CA,USA
15877,Val,Robinson,,,,,1872-05-01,1872-05-24,1848,8,31,Washington,DC,USA
15878,Wilbert,Robinson,R,R,215,68,1886-04-19,1902-09-29,1864,6,29,Bolton,MA,USA
15879,William,Robinson,R,R,170,66,1882-08-24,1892-08-10,1859,9,19,Philadelphia,PA,USA
15881,Chick,Robitaille,R,R,150,68,1904-09-02,1905-08-29,1879,3,2,Whitehall,NY,USA
15885,Rafael,Robles,R,R,170,72,1969-04-08,1972-06-10,1947,10,20,"San Pedro de Macoris","San Pedro de Macoris",D.R.
15886,Sergio,Robles,R,R,190,74,1972-08-27,1976-09-13,1946,4,16,"Magdalena de Kino",Sonora,Mexico
15889,Tom,Robson,R,R,215,75,1974-09-14,1975-09-18,1946,1,15,Rochester,NY,USA
15890,Adam,Rocap,,,170,69,1875-05-05,1875-10-28,1854,,,Philadelphia,PA,USA
15892,Mickey,Rocco,L,L,188,71,1943-06-05,1946-06-24,1916,3,2,"St. Paul",MN,USA
15893,Armando,Roche,R,R,190,72,1945-05-10,1945-06-05,1926,12,7,"La Habana","La Habana",Cuba
15894,Ben,Rochefort,L,R,185,74,1914-10-03,1914-10-03,1896,8,15,Camden,NJ,USA
15895,Jack,Roche,R,R,178,73,1914-05-24,1917-04-18,1890,11,22,"Los Angeles",CA,USA
15896,Lou,Rochelli,R,R,175,73,1944-08-25,1944-08-29,1919,1,11,Staunton,IL,USA
15897,Mike,Rochford,L,L,205,76,1988-09-03,1990-04-16,1963,3,14,Methuen,MA,USA
15898,Ike,Rockenfield,R,R,150,67,1905-05-05,1906-10-07,1876,11,3,Omaha,NE,USA
15899,John,Rocker,R,L,210,76,1998-05-05,2003-05-14,1974,10,17,Statesboro,GA,USA
15900,Pat,Rockett,R,R,170,71,1976-09-17,1978-07-08,1955,1,9,"San Antonio",TX,USA
15901,Les,Rock,L,R,184,74,1936-09-11,1936-09-23,1912,8,19,Springfield,MN,USA
15902,Rich,Rodas,L,L,180,74,1983-09-06,1984-06-19,1959,11,7,Roseville,CA,USA
15903,Andre,Rodgers,R,R,200,75,1957-04-16,1967-09-30,1934,12,2,Nassau,"New Providence",Bahamas
15904,Bill,Rodgers,L,R,170,69,1915-04-15,1916-05-13,1887,4,18,"Pleasant Ridge",OH,USA
15905,Bill,Rodgers,L,L,162,72,1944-09-27,1945-04-21,1922,12,5,Harrisburg,PA,USA
15908,Buck,Rodgers,B,R,190,74,1961-09-08,1969-10-01,1938,8,16,Delaware,OH,USA
15909,Eric,Rodin,R,R,215,74,1954-09-07,1954-09-24,1930,2,5,Orange,NJ,USA
15912,Alex,Rodriguez,R,R,230,75,1994-07-08,2016-08-12,1975,7,27,"New York",NY,USA
15914,Aurelio,Rodriguez,R,R,180,70,1967-09-01,1983-10-01,1947,12,28,Cananea,Sonora,Mexico
15915,Carlos,Rodriguez,B,R,160,69,1991-06-16,1995-10-01,1967,11,1,Mexico,"Distrito Federal",Mexico
15918,Eduardo,Rodriguez,R,R,180,72,1973-06-20,1979-09-17,1952,3,6,Barceloneta,,P.R.
15919,Edwin,Rodriguez,R,R,175,71,1982-09-28,1985-04-30,1960,8,14,Ponce,,P.R.
15923,Ellie,Rodriguez,R,R,185,71,1968-05-26,1976-10-03,1946,5,24,Fajardo,,P.R.
15925,Felix,Rodriguez,R,R,170,73,1995-05-13,2006-09-30,1972,9,9,"Monte Cristi","Monte Cristi",D.R.
15927,Freddy,Rodriguez,R,R,180,72,1958-04-18,1959-05-27,1924,4,29,"La Habana","La Habana",Cuba
15928,Frankie,Rodriguez,R,R,193,72,1995-04-26,2001-07-22,1972,12,11,Brooklyn,NY,USA
15934,Hector,Rodriguez,R,R,165,68,1952-04-15,1952-09-16,1920,6,13,Alquizar,"La Habnaa",Cuba
15935,Henry,Rodriguez,L,L,180,73,1992-07-05,2002-05-07,1967,11,8,"Santo Domingo","Distrito Nacional",D.R.
15938,Ivan,Rodriguez,R,R,205,69,1991-06-20,2011-09-28,1971,11,27,Manati,,P.R.
15940,Jose,Rodriguez,R,R,150,68,1916-10-05,1918-09-02,1894,2,23,"La Habana","La Habana",Cuba
15941,Jose,Rodriguez,L,L,205,73,2000-05-18,2002-07-13,1974,12,18,Cayey,,P.R.
15947,Liu,Rodriguez,B,R,195,69,1999-06-09,1999-10-03,1976,11,5,Caracas,"Distrito Federal",Venezuela
15950,Nerio,Rodriguez,R,R,220,73,1996-08-16,2002-08-29,1971,3,4,"San Pedro de Macoris","San Pedro de Macoris",D.R.
15953,Rick,Rodriguez,R,R,190,75,1986-09-17,1990-08-26,1960,9,21,Oakland,CA,USA
15954,Rich,Rodriguez,L,L,185,70,1990-06-30,2003-05-03,1963,3,1,Downey,CA,USA
15958,Roberto,Rodriguez,R,R,185,75,1967-05-13,1970-09-26,1941,2,5,Caracas,"Distrito Federal",Venezuela
15959,Rosario,Rodriguez,R,L,185,72,1989-09-01,1991-10-04,1969,7,8,"Los Mochis",Sinaloa,Mexico
15961,Ruben,Rodriguez,R,R,170,72,1986-09-15,1988-10-01,1964,8,4,Cabrera,"Maria Trinidad Sanchez",D.R.
15963,Steve,Rodriguez,R,R,170,68,1995-04-30,1995-10-01,1970,11,29,"Las Vegas",NV,USA
15965,Tony,Rodriguez,R,R,165,71,1996-07-06,1996-09-23,1970,8,15,"Rio Piedras",,P.R.
15966,Vic,Rodriguez,R,R,173,71,1984-09-05,1989-07-30,1961,7,14,"New York",NY,USA
15968,Wilfredo,Rodriguez,L,L,180,75,2001-09-21,2001-10-04,1979,3,20,"Ciudad Bolivar",Bolivar,Venezuela
15972,Ed,Roebuck,R,R,185,74,1955-04-18,1966-07-07,1931,7,3,"East Millsboro",PA,USA
15974,Clay,Roe,L,L,180,73,1923-10-03,1923-10-03,1904,1,7,Greenbrier,TN,USA
15975,Gary,Roenicke,R,R,205,75,1976-06-08,1988-07-24,1954,12,5,Covina,CA,USA
15977,Ron,Roenicke,B,L,180,72,1981-09-02,1988-05-21,1956,8,19,Covina,CA,USA
15978,Preacher,Roe,R,L,170,74,1938-08-22,1954-09-04,1916,2,26,"Ash Flat",AR,USA
15979,Mike,Roesler,R,R,195,77,1989-08-09,1990-04-23,1963,9,12,"Fort Wayne",IN,USA
15980,Oscar,Roettger,R,R,170,72,1923-07-07,1932-06-27,1900,2,19,"St. Louis",MO,USA
15981,Wally,Roettger,R,R,190,73,1927-05-01,1934-09-30,1902,8,28,"St. Louis",MO,USA
15982,Ed,Roetz,R,R,160,70,1929-05-26,1929-10-06,1905,8,6,Philadelphia,PA,USA
15983,Joe,Rogalski,R,R,187,74,1938-09-14,1938-09-23,1912,7,15,Ashland,WI,USA
15985,Billy,Rogell,B,R,163,70,1925-04-14,1940-08-25,1904,11,24,Springfield,IL,USA
15987,Buck,Rogers,R,L,164,68,1935-09-15,1935-09-24,1912,11,5,"Spring Garden",VA,USA
15989,Emmett,Rogers,B,,165,70,1890-04-19,1890-09-28,1867,10,11,"Hot Springs",AR,USA
15991,Fraley,Rogers,,,184,68,1872-04-30,1873-07-16,1850,,,Brooklyn,NY,USA
15992,Jay,Rogers,R,R,178,71,1914-05-22,1914-06-26,1888,8,3,Sandusky,NY,USA
15995,Jim,Rogers,,,180,67,1896-04-17,1897-06-15,1872,4,9,Hartford,CT,USA
15996,Jimmy,Rogers,R,R,200,74,1995-07-30,1995-09-27,1967,1,3,Tulsa,OK,USA
15998,Kenny,Rogers,L,L,200,73,1989-04-06,2008-09-14,1964,11,10,Savannah,GA,USA
15999,Kevin,Rogers,L,L,190,74,1992-09-04,1994-05-01,1968,8,20,Cleveland,MS,USA
16000,Lee,Rogers,R,L,170,71,1938-04-27,1938-09-29,1913,10,8,Tuscaloosa,AL,USA
16002,Packy,Rogers,R,R,175,68,1938-07-12,1938-09-07,1913,4,26,Swoyersville,PA,USA
16003,Steve,Rogers,R,R,175,74,1973-07-18,1985-05-19,1949,10,26,"Jefferson City",MO,USA
16005,Tom,Rogers,R,R,180,72,1917-04-14,1921-10-01,1892,2,12,Sparta,TN,USA
16008,Clint,Rogge,L,R,185,70,1915-04-11,1921-06-06,1889,7,19,Memphis,MI,USA
16009,Garry,Roggenburk,R,L,195,78,1963-04-20,1969-07-27,1940,4,16,Cleveland,OH,USA
16010,Mike,Rogodzinski,L,R,185,72,1973-05-04,1975-09-28,1948,2,22,Evanston,IL,USA
16011,Saul,Rogovin,R,R,205,74,1949-04-28,1957-06-19,1922,3,24,Brooklyn,NY,USA
16012,Dave,Rohde,B,R,180,74,1990-04-09,1992-05-22,1964,5,8,"Los Altos",CA,USA
16013,George,Rohe,R,R,165,69,1901-05-07,1907-10-06,1874,9,15,Cincinnati,OH,USA
16015,Dan,Rohn,L,R,165,68,1983-09-02,1986-05-21,1956,1,10,Alpena,MI,USA
16016,Billy,Rohr,L,L,170,75,1967-04-14,1968-06-26,1945,7,1,"San Diego",CA,USA
16017,Les,Rohr,L,L,205,77,1967-09-19,1969-09-19,1946,3,5,Lowestoft,Suffolk,"United Kingdom"
16018,Dan,Rohrmeier,R,R,185,72,1997-09-03,1997-09-28,1965,9,27,Cincinnati,OH,USA
16019,Ray,Rohwer,L,L,155,70,1921-04-13,1922-09-01,1895,6,5,Dixon,CA,USA
16020,Tony,Roig,R,R,180,73,1953-09-13,1956-09-26,1928,12,23,"New Orleans",LA,USA
16021,Cookie,Rojas,R,R,160,70,1962-04-10,1977-10-01,1939,3,6,"La Habana","La Habana",Cuba
16025,Mel,Rojas,R,R,175,71,1990-08-01,1999-07-01,1966,12,10,"Bajos de Haina","San Cristobal",D.R.
16026,Minnie,Rojas,R,R,170,73,1966-05-30,1968-07-24,1933,11,26,Remedios,"Villa Clara",Cuba
16028,Stan,Rojek,R,R,170,70,1942-09-22,1952-05-13,1919,4,21,"North Tonawanda",NY,USA
16029,Jim,Roland,R,L,175,75,1962-09-20,1972-09-16,1942,12,14,Franklin,NC,USA
16030,Scott,Rolen,R,R,245,76,1996-08-01,2012-10-03,1975,4,4,Evansville,IN,USA
16031,Red,Rolfe,L,R,170,71,1931-06-29,1942-09-27,1908,10,17,Penacook,NH,USA
16032,Nate,Rolison,L,R,225,77,2000-09-05,2000-09-30,1977,3,27,Hattiesburg,MS,USA
16033,Bill,Rollinson,,,,,1884-06-17,1884-06-17,1856,6,10,Fairfield,ME,USA
16035,Jimmy,Rollins,B,R,175,67,2000-09-17,2016-06-08,1978,11,27,Oakland,CA,USA
16036,Ray,Rolling,R,R,160,70,1912-09-06,1912-09-26,1886,9,8,Martinsburg,MO,USA
16037,Red,Rollings,L,R,167,71,1927-04-17,1930-09-11,1904,3,31,Mobile,AL,USA
16038,Rich,Rollins,R,R,185,70,1961-06-16,1970-09-26,1938,4,16,"Mount Pleasant",PA,USA
16039,Damian,Rolls,R,R,205,74,2000-09-03,2004-10-03,1977,9,15,Manhattan,KS,USA
16041,Bill,Roman,L,L,190,76,1964-09-30,1965-10-03,1938,10,11,Detroit,MI,USA
16043,Jim,Romano,R,R,190,76,1950-09-21,1950-09-29,1927,4,6,Brooklyn,NY,USA
16044,John,Romano,R,R,205,71,1958-09-12,1967-09-04,1934,8,23,Hoboken,NJ,USA
16045,Jose,Roman,R,R,175,72,1984-09-05,1986-08-27,1963,5,21,"Puerto Plata","Puerto Plata",D.R.
16047,Mike,Romano,B,R,195,74,1999-09-05,1999-09-24,1972,3,3,"New Orleans",LA,USA
16048,Ron,Romanick,R,R,195,76,1984-04-05,1986-07-21,1960,11,6,Burley,ID,USA
16050,Tom,Romano,R,R,170,70,1987-09-01,1987-10-02,1958,10,25,Syracuse,NY,USA
16051,Dutch,Romberger,R,R,185,72,1954-05-31,1954-08-01,1927,5,26,Klingerstown,PA,USA
16054,Ed,Romero,R,R,160,71,1977-07-16,1990-06-27,1957,12,9,Santurce,,P.R.
16057,"J. C.",Romero,B,L,205,71,1999-09-15,2012-08-22,1976,6,4,"Rio Piedras",,P.R.
16060,Mandy,Romero,B,R,190,71,1997-07-15,2003-08-24,1967,10,29,Miami,FL,USA
16062,Ramon,Romero,L,L,170,76,1984-09-18,1985-09-21,1959,1,8,"San Pedro de Macoris","San Pedro de Macoris",D.R.
16069,Kevin,Romine,R,R,185,71,1985-09-05,1991-08-04,1961,5,23,Exeter,NH,USA
16070,Eddie,Rommel,R,R,197,74,1920-04-19,1932-09-17,1897,9,13,Baltimore,MD,USA
16071,Enrique,Romo,R,R,185,71,1977-04-07,1982-10-01,1947,7,15,"Santa Rosalia","Baja California Sur",Mexico
16072,John,Romonosky,R,R,195,74,1953-09-06,1959-09-11,1929,7,7,Harrisburg,IL,USA
16074,Vicente,Romo,R,R,180,73,1968-04-11,1982-07-27,1943,4,12,"Santa Rosalia","Baja California Sur",Mexico
16075,Marc,Ronan,L,R,190,74,1993-09-21,1993-10-03,1969,9,19,Ozark,AL,USA
16076,Henri,Rondeau,L,R,175,70,1913-04-11,1916-07-01,1887,5,5,Danielson,CT,USA
16079,Gil,Rondon,R,R,200,74,1976-04-10,1979-09-29,1953,11,18,Bronx,NY,USA
16084,Gene,Roof,B,R,180,74,1981-09-03,1983-10-02,1958,1,13,Paducah,KY,USA
16085,Phil,Roof,R,R,190,74,1961-04-29,1977-05-30,1941,3,5,Paducah,KY,USA
16087,Jim,Rooker,R,L,195,72,1968-06-30,1980-05-02,1942,9,23,Lakeview,OR,USA
16088,George,Rooks,R,R,170,71,1891-05-12,1891-05-16,1863,10,21,Chicago,IL,USA
16089,Rolando,Roomes,R,R,180,75,1988-04-12,1990-09-30,1962,2,15,Kingston,Kingston,Jamaica
16090,Frank,Rooney,L,L,170,71,1914-04-18,1914-06-06,1884,10,12,Podebrady,"Central Bohemia","Czech Republic"
16091,Pat,Rooney,R,R,190,73,1981-09-09,1981-10-04,1957,11,28,Chicago,IL,USA
16092,Charlie,Root,R,R,190,70,1923-04-18,1941-09-02,1899,3,17,Middletown,OH,USA
16093,John,Roper,R,R,175,72,1993-05-16,1995-09-11,1971,11,21,"Southern Pines",NC,USA
16094,Jorge,Roque,R,R,158,70,1970-09-04,1973-05-15,1950,4,28,Ponce,,P.R.
16095,Rafael,Roque,L,L,186,76,1998-08-01,2000-09-28,1972,1,1,Cotui,"Sanchez Ramirez",D.R.
16099,Jose,Rosado,L,L,175,72,1996-06-12,2000-04-30,1974,11,9,Newark,NJ,USA
16100,Luis,Rosado,R,R,180,72,1977-09-08,1980-10-05,1955,12,6,Santurce,,P.R.
16105,Buddy,Rosar,R,R,190,69,1939-04-29,1951-09-19,1914,7,3,Buffalo,NY,USA
16109,Jimmy,Rosario,B,R,155,70,1971-04-08,1976-06-21,1945,5,5,Bayamon,,P.R.
16110,Melvin,Rosario,B,R,191,72,1997-09-11,1997-09-28,1973,5,25,"Santo Domingo","Distrito Nacional",D.R.
16113,Santiago,Rosario,L,L,165,71,1965-06-23,1965-10-03,1939,7,25,Guayanilla,,P.R.
16115,Victor,Rosario,R,R,155,71,1990-09-06,1990-10-03,1966,8,26,"Hato Mayor del Rey","Hato Mayor",D.R.
16117,John,Roseboro,L,R,190,71,1957-06-14,1970-08-11,1933,5,13,Ashland,OH,USA
16118,Bobby,Rose,R,R,170,71,1989-08-12,1992-05-19,1967,3,15,Covina,CA,USA
16119,Brian,Rose,R,R,215,75,1997-07-25,2001-05-30,1976,2,13,"New Bedford",MA,USA
16120,Rosie,Rosebraugh,,L,,,1898-09-21,1899-07-05,1875,9,8,Charleston,IL,USA
16121,Chuck,Rose,L,L,158,68,1909-09-13,1909-09-29,1885,9,1,Macon,MO,USA
16122,Don,Rose,R,R,195,75,1971-09-15,1974-04-23,1947,3,19,Covina,CA,USA
